,newsId,title,summary,link
29,6336644,挺企業度難「關」！合庫雨天不收傘已收19000件申貸456億 振興中小微成果居冠,"面對全球經濟局勢變動及國際貿易挑戰，合庫金控旗下合庫銀行積極響應政府號召，主動關懷並傾聽企業的需求，配合政府四大支持措施，尤其是振興中小微成績亮眼已有申請件數 19,000 件，申貸金額 456.4 億元，成果位居全體金融機構第",https://m.cnyes.com/news/id/6336644
30,6336603,別亂稅！尾牙摸彩自家產品與廠商贊助「不一樣」？財部解析報稅3大地雷,歲末年終是企業犒賞員工的旺季，財政部南區國稅局提醒營利事業，尾牙餐費與抽獎支出在稅務申報上有特定規定：首先，尾牙屬於雇主慰勞性質，應列為其他費用而非動用職工福利金。其次，若公司以自家產品作為抽獎禮品，相關成本已轉列費用，,https://m.cnyes.com/news/id/6336603
31,6336489,從SpaceX到輝達 AI仍是一場資本競賽,據《路透》報導，本周 AI 領域的新舊合作關係再次揭示一個熟悉的現實：無論未來願景或技術突破說得多動聽，這場競賽的核心依然是資本。,https://m.cnyes.com/news/id/6336489
32,6336645,美伊阿曼談判剛結束 川普下令全球貿易連坐25%關稅 伊朗擺陣16馬赫導彈,美國總統川普於 2 月 6 日簽署行政命令，對與伊朗有貿易往來的國家加徵最高 25% 額外關稅，並對涉及伊朗石油交易的實體實施制裁，進一步加劇了美伊之間的緊張關係。,https://m.cnyes.com/news/id/6336645
33,6336488,Fed副主席暗示降息門檻提高 指利率已處於「中性區間」,據《Yahoo Finance》報導，美國聯準會 (Fed) 副主席傑佛森 (Philip Jefferson) 周五 (6 日) 表示，他認為聯準會的基準利率「大致處於中性區間」，未來在考慮是否進一步降息時，將會密切檢視經濟數據。,https://m.cnyes.com/news/id/6336488
34,6336631,電動化大退潮？歐洲車王Stellantis爆222億歐元巨額減記 股價一度崩跌30%,斯特蘭蒂斯宣布逾 222 億歐元減記並暫停股息，震撼全球車市，股價單日重挫逾兩成。電動車投資回報壓力浮現，顯示傳統車廠正重新評估轉型速度與市場需求，汽車產業進入新調整週期。,https://m.cnyes.com/news/id/6336631
35,6336449,記憶體價格狂飆！三星、SK海力士、美光出奇招 推「結算後定價」,根據韓媒 ETNews 週五 (6 日) 引述消息人士報導，全球記憶體市場的遊戲規則正迎來變革，三星、SK 海力士與美光等記憶體巨頭，正在推行一種新型合約模式,https://m.cnyes.com/news/id/6336449
36,6336602,FDA擬嚴管未獲准GLP-1藥物 重創Hims & Hers 盤後挫逾14%,Hims &amp; Hers Health Inc 在周五盤後交易中股價暴跌 12.6%，因美國 FDA 對未獲批准的 GLP-1 藥物發出嚴厲警告，並計劃採取果斷措施以保護消費者。該事件引發市場對公司未來的擔憂。,https://m.cnyes.com/news/id/6336602
37,6336345,聯發科法說、日月光法說、台塑四寶元月營收兩好兩壞 本周大事回顧,聯發科執行長蔡力行預期全年營收將優於去年，且今年資料中心 ASIC 營收將突破 10 億美元；日月光營運長吳田玉預估，今年先進封測業務營收將倍增至 32 億美元；台塑四寶周五公告 1 月營收，台塑下滑、台塑化年減，南亞及台化則年月雙增。,https://m.cnyes.com/news/id/6336345
38,6336510,馬斯克喊100GW太陽能目標 特斯拉擴大招募人力,據《路透》報導，特斯拉 (Tesla)(TSLA-US) 高層表示，為了支持創辦人馬斯克 (Elon Musk) 近日宣布、目標成為美國最大太陽能零組件製造商的計畫，公司正積極擴大招募。,https://m.cnyes.com/news/id/6336510
39,6336329,〈熱門股〉雙鴻AI伺服器液冷散熱市占持續提升 周漲逾1成重回千金,雙鴻 (3324-TW)AI 伺服器液冷散熱產品市占持續提升，帶動 1 月營收表現，1 月營收達 30.42 億元，年月雙成長，其中年增逾 1 倍，再創歷史新高紀錄，激勵雙鴻本周大漲逾 1 成，並重回千金股行列。,https://m.cnyes.com/news/id/6336329
40,6336257,〈熱門股〉日商社股逆勢吸金！00955站上15元再創新高 周漲5.2%,台股近日遭遇亂流，受國際股市波動及獲利了結賣壓出籠影響，加權指數 6 日走勢如坐雲霄飛車，一度大跌逾 600 點，先前強勢族群成為殺盤重心。然而在一片慘綠中，防禦性資產的價值凸顯,https://m.cnyes.com/news/id/6336257
41,6336263,〈熱門股〉騰輝-KY航天板材訂單熱外資力捧 周漲11%,騰輝 - KY 1 月營收達 4.1 億元，創 29 個月來新高，年增 29.33%。主要受惠於高毛利的航空航太聚醯亞胺材料訂單需求持續暢旺，本周獲外資天天買超，計買超 3438 張，股價收在 99.8 元，周漲 11.14%。,https://m.cnyes.com/news/id/6336263
42,6336516,AI投資逼近7000億美元 科技巨頭現金流加速下滑、不排除發債或增資,,https://m.cnyes.com/news/id/6336516
43,6336177,〈熱門股〉智邦元月業績亮眼、大廠AI支出仍強勁 本周股價飆漲近10%,網通廠智邦 (2345-TW) 受惠於元月營收繳出歷年同期新高佳績，加上科技巨頭亞馬遜宣佈大幅調高資本支出，作為供應鏈的智邦可望受惠，激勵智邦股價本周在大盤中逆勢走揚。統計本周累積漲幅約 6.7%，6 日終場大漲 65 元，收在 11,https://m.cnyes.com/news/id/6336177
44,6336527,川普藥價新政啟動 TrumpRx上線 專家：短期大多數人無法受益,TrumpRx 正式上線，美國政府試圖透過最惠國藥價與藥廠協議壓低藥品成本。然而專家指出，短期受惠者可能僅限無保險與自費族群，多數民眾實際降價幅度與持續性仍存在高度不確定性。,https://m.cnyes.com/news/id/6336527
45,6336495,蘋果擬允CarPlay支援第三方AI語音助理 OpenAI、Google有望加入,《彭博》周五 (6 日) 引述知情人士報導，蘋果公司 (AAPL-US) 正準備開放 CarPlay 支援來自其他公司的語音控制人工智慧 (AI) 應用程式。,https://m.cnyes.com/news/id/6336495
46,6336519,科技巨頭市值一周蒸發逾1兆美元！AI投資愈燒愈快 市場從不能落後走向全面檢視,,https://m.cnyes.com/news/id/6336519
47,6336486,Fed戴莉：勞動市場存在脆弱性 可能仍需降息一至兩次,據《路透》，舊金山聯準銀行總裁戴莉表示，為因應勞動市場走弱，聯準會 (Fed) 可能還需要再降息一到兩次。她形容，勞工正「走在刀鋒邊緣」，在物價上漲侵蝕薪資、而新工作機會又稀少的情況下，處境相當艱難。,https://m.cnyes.com/news/id/6336486
48,6336467,比特幣血洗後強彈站回7萬美元 加密貨幣危機仍未結束,在經歷前一交易日的腥風血雨後，比特幣週五 (6 日) 出現強勁反彈，價格重新站上 7 萬美元關卡，不過，市場人士仍警戒，加密貨幣波動極大，短線反彈不代表賣壓已結束,https://m.cnyes.com/news/id/6336467
49,6336515,軟體業遭AI重擊 她近一年前就料到了！她預言後續趨勢：中型企業軟體市場大整併,生成式 AI 快速發展正重塑軟體產業結構，從估值邏輯到商業模式全面改寫。分析指出，中型軟體企業恐成最大受害者，2026 年產業整併潮可能加速展開，企業轉型能力將成關鍵勝負點。,https://m.cnyes.com/news/id/6336515
50,6336485,美股重點新聞摘要2026年2月7日,美股重點新聞摘要 2026 年 2 月 7 日,https://m.cnyes.com/news/id/6336485
51,6336538,營收速報 - 2026年2月7日台股大型公司1月營收一覽（新增44家）,1月台股營收公布，2026年2月針對大型公司前一日公布44家營收。截至目前1月營收公布共計67家，其中營收年增大於+25％有24家，年增小於-20％有5家。| Anue鉅亨- 台股營收,https://m.cnyes.com/news/id/6336538
52,6336535,美中關係再現變數！中國警告對台軍售恐影響川普4月訪中行程,中國近日警告美國，若推動新一輪對台軍售，恐影響川普 4 月訪中行程。隨著台灣議題持續成為美中戰略核心，軍售、外交與區域安全正形成連動效應，未來雙邊關係走向備受國際關注。,https://m.cnyes.com/news/id/6336535
53,6336531,承諾不買俄油+擴大進口美製品 川普點頭取消印度25%懲罰關稅,美國取消對印度 25% 俄羅斯相關關稅，換取印度承諾減少俄羅斯能源依賴並擴大採購美國能源與軍備。此舉被視為美印戰略合作升級的重要里程碑，也可能重塑全球能源與供應鏈格局。,https://m.cnyes.com/news/id/6336531
54,6336463,黃仁勳一席話 輝達回神飆近8% 單日市值暴增逾3200億美元,"AI 巨頭輝達 (NVDA-US) 週五 (6 日) 股價勁揚近 8%，背後的推手是執行長黃仁勳的一句話：今年科技業合計高達 6,600 億美元的 AI 資本支出擴張，不但「合理」，而且「可持續」。",https://m.cnyes.com/news/id/6336463
55,6336445,蘋果iPhone將加入NASA登月任務,《彭博》報導，美國國家航空暨太空總署 (NASA) 太空人下個月的登月繞飛任務，將出現前所未見的畫面：太空人將允許使用蘋果 iPhone，在月球繞飛途中拍下影像、錄製影片，並把這些珍貴瞬間帶回地球與全球分享。,https://m.cnyes.com/news/id/6336445
56,6336505,〈貴金屬盤後〉黃金周線上漲 白銀觸及一個半月低點後反彈逾8%,,https://m.cnyes.com/news/id/6336505
57,6336487,亞馬遜挫逾5% 科技巨頭6000億美元計畫 加劇投資人AI焦慮,"據《路透》報導，大型科技公司計劃在 2026 年投入 6,000 億美元發展人工智慧 (AI)，此支出狂潮正加深投資人不安，市場一方面評估其對獲利能力的影響，另一方面也擔憂 AI 對軟體公司的生存威脅。",https://m.cnyes.com/news/id/6336487
58,6336317,〈能源盤後〉美伊談判未解緊張 哈薩克出口減少 原油逆轉收高,美伊核談未能有效降低軍事衝突疑慮，市場避險情緒升溫，帶動週五 (6 日) 國際油價由跌轉升。同時供應過剩預期與產油國降價策略，仍持續壓抑油市中長期走勢。,https://m.cnyes.com/news/id/6336317
59,6336484,〈紐約匯市〉美元寫近一個月來最佳單周表現 科技股拋售支撐美元,美元周五 (6 日) 下跌，但跌幅有限，整體仍創下近一個月來最佳單周漲幅。,https://m.cnyes.com/news/id/6336484
60,6336476,大撒錢有理！黃仁勳：AI基建還有7到8年 算力需求只會持續攀升,輝達 (NVDA-US) 執行長黃仁勳表示，全球科技業正進入一場「一代人才會遇到一次」的 AI 基礎建設大建設，目前的大規模資本支出既「合理」也「必要」。他強調，這波 AI 建置潮仍有「7 到 8 年」的成長空間，未來數,https://m.cnyes.com/news/id/6336476
61,6336444,〈美股盤後〉輝達回神大漲 道瓊狂飆逾1200點 首次突破50000點大關,"美股主指週五 (6 日) 強勢反彈，道瓊指數首度收盤站上 50,000 點整數大關，藍籌股帶動市場情緒回穩，投資人認為先前科技股拋售造成的回檔已偏離基本面。",https://m.cnyes.com/news/id/6336444
62,6336318,機構踩踏？比特幣市場現投降式拋售 IBIT爆量背後恐為對沖基金槓桿強平,比特幣市場出現劇烈震盪，貝萊德比特幣現貨 ETF IBIT 在創下歷史交易量新高同時價格暴跌，市場懷疑對沖基金高槓桿部位遭強制平倉引發連鎖反應，機構資金動向正成為影響加密市場走勢的關鍵變數。,https://m.cnyes.com/news/id/6336318
63,6336083,科技股不香了？美國期中選舉前 美銀改挺中小型股,《彭博》周五 (7 日) 報導，美國銀行 (BofA) 策略師指出，在美國期中選舉前，美股投資布局的最佳標的將轉向中小型股，相較之下，過去主導市場的科技巨頭吸引力正逐步下滑。,https://m.cnyes.com/news/id/6336083
64,6336403,彭博：特斯拉正在評估美國多個選址 擴張太陽能電池製造版圖,知情人士透露，特斯拉（Tesla）(TSLA-US) 正在評估美國多個選址，準備擴大太陽能電池製造業務。,https://m.cnyes.com/news/id/6336403
65,6336383,比特幣技術性反彈至7萬美元上方 市場仍憂去槓桿壓力,比特幣在經歷自 FTX 交易所倒閉以來最劇烈的一波拋售後，周五 (6 日) 強勢反彈，價格突破 7 萬美元大關。儘管短線出現技術性回升，市場人士普遍認為，去槓桿與機構資金撤出帶來的壓力仍未完全消散，後市恐持續震盪。,https://m.cnyes.com/news/id/6336383
66,6336340,美國2月消費者信心攀近6個月高點 通膨預期降至1年新低,美國消費者信心在 2 月初意外回升，並攀升至近六個月來高點，顯示在股市表現強勁帶動下，部分族群對經濟前景的看法有所改善。根據密西根大學周五 (6 日) 公布的初步調查，美國 2 月消費者信心指數升至 57.3，高於 1 月終值 56.4，也優,https://m.cnyes.com/news/id/6336340
67,6336256,AI燒錢不手軟！今年全球晶片銷售有望衝破1兆美元,《路透》周五 (6 日) 報導，美國半導體產業協會 (SIA) 表示，在人工智慧 (AI) 相關投資持續擴大的帶動下，全球半導體銷售額今年可望首度突破 1 兆美元大關，延續近年強勁成長動能。,https://m.cnyes.com/news/id/6336256
68,6336352,鉅亨速報 - Factset 最新調查：亞馬遜(AMZN-US)EPS預估下修至7.79元，預估目標價為287.50元,FactSet 最新調查：亞馬遜(AMZN-US)EPS預估下修，預估EPS、預估營收、目標價、歷史獲利表現、即時新聞資訊,https://m.cnyes.com/news/id/6336352
69,6336349,鉅亨速報 - Factset 最新調查：亞馬遜AMZN-US的目標價調降至287.5元，幅度約4.17%,FactSet 最新調查：亞馬遜AMZN-US目標價調降，最高估值、最低估值、中位數、綜合評級、近5日股價、標普、即時新聞資訊,https://m.cnyes.com/news/id/6336349
70,6334478,全球最大珠寶商宣示「降低銀飾比重」 CEO：因應原物料成本新現實,,https://m.cnyes.com/news/id/6334478
71,6336215,〈財報〉重整策略初見成效！Under Armour上調全年獲利展望,運動服飾品牌 Under Armour(UA-US)周五 (6 日) 公布優於預期的 2026 會計年度第三季 (截至去年 12/31) 財報，並在持續推動營運重整策略下，上調 2026 會計年度的獲利展望，帶動股價在盤前上漲約 4%。公司表示,https://m.cnyes.com/news/id/6336215
72,6336289,散戶大軍殺回來了！元月有交易戶數激增百萬 平均每日逾20萬戶當沖,證交所公布 2026 年 1 月份集中市場相關數據，受惠於市場投資氛圍熱絡，多項指標均較去年 12 月明顯攀升，其中，有交易戶數一舉衝上 518 萬戶，月增逾百萬戶,https://m.cnyes.com/news/id/6336289
73,6336055,〈美股早盤〉科技股跌深反彈 主要指數止穩回升,美股主要指數周五 (6 日) 開盤走高，延續科技股連日重挫後的技術性反彈走勢，投資人進場承接先前遭拋售的科技股，但市場情緒仍受大型科技公司擴大人工智慧 (AI) 資本支出影響。,https://m.cnyes.com/news/id/6336055
74,6336178,AI搶走記憶體晶片 蘋果會撐住不漲價？,隨著全球記憶體晶片供應吃緊開始衝擊智慧型手機市場，市場關注焦點正迅速集中在蘋果 (AAPL-US) 身上：在成本上升之際，這家 iPhone 製造商究竟會選擇調漲售價，還是犧牲部分利潤、藉此擴大市占率。,https://m.cnyes.com/news/id/6336178
75,6336166,〈台幣〉連3貶收31.678元探逾9個月新低 單周貶逾2角,農曆春節將至，外資近期擴大賣股匯出，大盤今 (6) 日一度重挫逾 600 點，新台幣兌美元匯率持續走貶，盤中再度面臨 31.7 元保衛戰,https://m.cnyes.com/news/id/6336166
76,6336094,"AI軍備競賽震動華爾街 四大科技巨頭今年資本支出狂砸6,500億美元",隨著美股 Q4 財報季持續進行，除了輝達之外，科技七巨頭（Magnificent Seven）中的六家都已經公布了業績，其中最值得關注的一點是：Google 母公司 Alphabet、微軟、亞馬遜和 Meta 在 2026 年資本支出合,https://m.cnyes.com/news/id/6336094
77,6336057,川普出手管薪水 國防股投資人怕了,《路透》周五 (6 日) 報導，美國總統川普近期簽署行政命令，限制國防承包商發放股利、進行庫藏股回購，並對執行長 (CEO) 年薪設下 5 百萬美元上限，引發市場對防務產業投資吸引力的疑慮。投資人擔心，相關措施恐壓縮股東報酬，並削弱業,https://m.cnyes.com/news/id/6336057
78,6336155,智慧綠能與供應鏈發威！5家企業砸41.2億加碼投資台灣 2家落腳桃園蘆竹,投資臺灣事務所今 (6) 日通過 5 家企業擴大投資台灣案，總投資金額高達 41.2 億元。本次投資亮點主要集中在「智慧化加工」、「循環經濟」等產業，包含合錩國際、河洛企業、永覲工業、興蓮錩資源科技及大豐環保科技。這 5 家企業透過導入,https://m.cnyes.com/news/id/6336155
79,6334509,甲骨文債市「清障」成功！高盛看好科技大咖接力：AI融資大門已開,,https://m.cnyes.com/news/id/6334509
80,6335947,資產管理專家示警：拋售新興市場債務前應三思,根據總部位於巴黎的資產管理公司 Carmignac Gestion SA 分析，投資者在考慮拋售新興市場債務之前應三思，因為各類基金正準備持續將資金投入這一資產類別。,https://m.cnyes.com/news/id/6335947
81,6336056,投資人怕了！AI燒錢失控 科技與資料服務類股全面回檔,"全球科技與資料服務類股周五 (6 日) 再度走跌，市場對新一代人工智慧 (AI) 模型可能帶來的產業顛覆疑慮持續升溫，加上多家大型科技公司今年合計超過 6,000 億美元的資本支出計畫，進一步加劇投資人不安情緒，拖累相關個股與整體股市",https://m.cnyes.com/news/id/6336056
82,6336096,高鐵延伸宜蘭案 台鐵：估將影響每年營收年減6.27億元,台鐵公司也預估，未來延伸宜蘭將對台鐵營收及運量造成影響，初步估算，若延伸運營，每年將使台鐵運量與營收減少約 6.27 億元。,https://m.cnyes.com/news/id/6336096
83,6336095,美伊核談判在阿曼重啟 伊朗武裝部隊今晚起進入最高戒備狀態,據伊朗外交部一名官員的消息，伊朗武裝部隊將從周五（6 日）晚間起進入數日乃至數月以來最高級別戒備狀態。,https://m.cnyes.com/news/id/6336095
84,6336010,美股動能交易遭遇重挫 價值股重獲青睞,「追逐贏家、拋棄輸家」的動能交易 (Momentum trade)，最近幾年一直是美股市場的主流獲利策略，但在過去一周內，這一策略卻遭遇了劇烈衝擊。根據高盛的高貝塔值 (high-beta) 動能組合數據顯示，這一策略在周三錄,https://m.cnyes.com/news/id/6336010
85,6336129,鉅亨速報 - Factset 最新調查：超微半導體AMD-US的目標價調升至300元，幅度約3.27%,FactSet 最新調查：超微半導體AMD-US目標價調升，最高估值、最低估值、中位數、綜合評級、近5日股價、標普、即時新聞資訊,https://m.cnyes.com/news/id/6336129
86,6336107,鉅亨速報 - Factset 最新調查：波音(BA-US)EPS預估下修至1.42元，預估目標價為275.00元,FactSet 最新調查：波音(BA-US)EPS預估下修，預估EPS、預估營收、目標價、歷史獲利表現、即時新聞資訊,https://m.cnyes.com/news/id/6336107
87,6336080,瑞銀大幅上調台灣2026年GDP成長預測為6.9% 超「越」勇奪亞洲經濟體之冠,瑞銀投資銀行最新報告指出，台灣 2025 年第四季經濟成長率達 12.7%，帶動全年 GDP 增長衝上 8.6%，創下 1989 年以來最強勁表現。瑞銀高級亞洲經濟分析師鄧維慎指出，台灣在 2024 年高基期的基礎上，2025 年仍成功超越越,https://m.cnyes.com/news/id/6336080
88,6336081,〈鉅亨買基金展望〉鉅亨買基金首創「投資歷程回顧」 一鍵看懂投資勝率回顧、輕鬆配置規劃 　　,「鉅亨買基金」今 (6) 日宣布，推出業界首個、專為基金投資人打造的「投資歷程回顧」服務，將透過數據整合與圖像化呈現，幫投資人檢視過去一年的績效表現。,https://m.cnyes.com/news/id/6336081
89,6336077,金山電廣州廠房配合政府徵收 獲補償金約3.3億元,金山電廣州廠房配合政府徵收 獲補償金約 3.3 億元,https://m.cnyes.com/news/id/6336077
